user_id,video_id,watch_time_s,duration_s,watch_ratio
1,152,5.25,38.35,0.1368
1,27,12.58,34.71,0.3623
1,139,3.56,14.04,0.2536
1,28,14.68,49.36,0.2975
1,395,4.04,30.58,0.1322
1,131,9.46,14.53,0.6509
1,345,3.44,14.29,0.2408
1,107,1.15,9.81,0.1175
1,381,5.43,27.83,0.195
1,215,1.75,12.18,0.1437
1,337,11.99,53.76,0.223
1,254,19.44,27.83,0.6986
1,29,5.04,28.92,0.1742
1,36,5.87,46.46,0.1262
1,353,1.23,18.78,0.0654
1,367,37.66,37.66,1.0
1,314,6.3,54.11,0.1165
1,19,47.57,53.15,0.895
1,373,1.19,9.77,0.1219
1,284,5.44,46.6,0.1168
1,264,18.34,56.32,0.3256
1,342,2.06,48.44,0.0425
1,102,0.56,10.35,0.0539
1,267,14.37,51.79,0.2775
1,296,2.95,46.68,0.0632
1,42,3.19,12.11,0.2635
1,365,7.17,43.09,0.1663
1,270,8.46,47.67,0.1775
1,74,2.83,24.83,0.1141
1,370,2.41,52.69,0.0458
1,46,31.32,53.35,0.5871
1,99,10.65,47.96,0.222
1,347,28.39,43.73,0.6493
1,253,32.07,44.0,0.7288
1,143,4.45,22.97,0.1938
1,323,35.73,46.77,0.7639
1,278,6.75,28.71,0.2349
1,55,8.05,12.4,0.6495
1,100,24.87,58.62,0.4242
1,326,1.82,14.03,0.13
1,327,6.45,50.48,0.1277
1,30,0.22,51.82,0.0042
1,228,49.57,53.59,0.925
1,276,7.25,38.17,0.1898
1,135,0.0,49.74,0.0
1,21,2.18,29.06,0.075
1,167,1.31,24.9,0.0525
1,375,0.0,39.96,0.0
2,137,1.0,43.96,0.0228
2,103,2.84,50.03,0.0567
2,121,0.59,21.97,0.0267
2,185,0.0,36.03,0.0
2,216,2.37,56.1,0.0422
2,234,2.75,22.98,0.1195
2,321,0.0,39.32,0.0
2,334,4.66,42.73,0.1091
2,386,5.25,29.07,0.1805
2,294,40.42,53.39,0.7571
2,105,0.0,48.2,0.0
2,254,0.0,27.83,0.0
2,193,47.91,58.35,0.8211
2,93,0.0,21.28,0.0
2,89,18.81,51.97,0.362
2,241,0.34,17.09,0.0201
2,23,15.34,18.78,0.817
2,180,0.0,23.07,0.0
2,1,0.0,35.41,0.0
2,112,2.79,39.05,0.0715
2,390,21.76,30.32,0.7175
2,314,1.8,54.11,0.0334
2,54,0.0,27.04,0.0
2,175,2.89,17.8,0.1626
2,82,6.32,54.4,0.1161
2,332,6.4,30.99,0.2066
2,96,0.75,10.46,0.0713
2,56,6.0,11.56,0.5187
2,269,14.72,58.4,0.2521
2,24,4.68,55.52,0.0843
2,235,12.24,35.61,0.3438
2,328,1.27,9.34,0.1356
2,5,1.15,17.57,0.0653
2,191,0.0,9.74,0.0
2,97,2.52,17.97,0.1401
2,227,0.55,25.51,0.0215
2,60,11.62,54.65,0.2126
2,55,1.51,12.4,0.122
2,383,2.91,26.72,0.1089
2,357,1.5,12.8,0.1171
2,38,18.39,42.09,0.437
2,140,3.72,37.12,0.1001
2,398,0.08,30.22,0.0028
2,379,0.66,16.72,0.0397
2,202,0.17,9.99,0.0169
2,312,16.49,52.12,0.3163
2,166,6.0,23.9,0.2511
2,344,10.47,23.86,0.4386
2,128,7.14,9.48,0.753
2,73,4.39,50.6,0.0867
2,50,5.06,30.41,0.1663
2,264,20.32,56.32,0.3608
2,236,0.0,29.37,0.0
2,366,0.0,29.18,0.0
2,331,1.18,48.31,0.0244
2,381,2.07,27.83,0.0744
2,316,40.35,55.99,0.7206
2,40,15.31,46.2,0.3314
2,57,15.59,48.62,0.3207
2,27,3.39,34.71,0.0976
3,263,13.21,51.87,0.2548
3,225,7.28,21.67,0.3358
3,321,7.67,39.32,0.195
3,260,1.25,44.3,0.0283
3,368,10.7,46.31,0.2311
3,265,5.65,26.22,0.2157
3,360,7.54,52.1,0.1448
3,357,5.41,12.8,0.423
3,316,4.47,55.99,0.0799
3,152,0.0,38.35,0.0
3,227,11.62,25.51,0.4553
3,36,3.24,46.46,0.0697
3,291,4.23,8.8,0.4809
3,336,0.0,48.88,0.0
3,39,4.53,20.4,0.2221
3,62,11.94,48.85,0.2443
3,32,1.45,50.38,0.0287
3,9,0.0,41.48,0.0
3,150,10.27,24.44,0.42
3,158,0.64,28.68,0.0222
3,21,2.86,29.06,0.0984
3,46,6.33,53.35,0.1186
3,94,1.61,14.21,0.1137
3,4,12.85,32.32,0.3975
3,73,26.47,50.6,0.5232
3,6,0.0,15.45,0.0
3,177,5.98,10.62,0.5636
3,298,36.22,40.73,0.8892
3,272,3.86,52.22,0.0739
3,221,25.77,41.59,0.6196
3,85,13.85,24.8,0.5586
3,18,3.56,14.94,0.2383
3,383,19.61,26.72,0.7339
3,332,1.95,30.99,0.0628
3,259,7.36,38.54,0.191
3,276,26.5,38.17,0.6943
3,338,0.35,22.36,0.0156
3,113,3.37,14.81,0.2277
3,326,1.36,14.03,0.0971
3,128,1.85,9.48,0.1947
3,132,37.09,41.76,0.8881
3,80,16.05,30.35,0.5288
3,251,5.66,8.66,0.6535
3,392,16.56,59.33,0.279
3,322,7.53,44.84,0.1679
3,77,9.96,29.27,0.3404
3,57,7.14,48.62,0.1469
3,129,1.22,12.16,0.1003
3,76,1.1,15.05,0.0728
3,70,0.0,47.89,0.0
3,145,33.93,41.65,0.8147
3,256,9.04,35.71,0.2532
3,142,0.0,24.14,0.0
3,397,10.2,16.64,0.6129
3,253,4.55,44.0,0.1033
3,69,15.25,55.33,0.2755
3,329,6.03,20.12,0.2998
3,131,0.0,14.53,0.0
3,203,46.95,58.98,0.7961
3,126,2.61,20.36,0.1281
4,163,0.0,23.94,0.0
4,4,10.14,32.32,0.3137
4,321,16.32,39.32,0.415
4,50,10.82,30.41,0.3557
4,344,0.0,23.86,0.0
4,113,3.63,14.81,0.2452
4,117,10.6,20.94,0.506
4,241,2.2,17.09,0.1284
4,366,5.51,29.18,0.1889
4,174,3.05,10.59,0.2882
4,220,28.0,36.71,0.7628
4,192,10.36,51.98,0.1994
4,128,0.0,9.48,0.0
4,370,10.55,52.69,0.2002
4,377,0.67,10.89,0.0618
4,116,3.87,36.48,0.1061
4,371,6.5,12.45,0.522
4,6,7.07,15.45,0.4576
4,316,0.88,55.99,0.0158
4,9,6.74,41.48,0.1625
4,197,12.57,57.3,0.2193
4,202,3.46,9.99,0.3459
4,162,3.63,57.83,0.0628
4,48,0.0,37.28,0.0
4,57,26.43,48.62,0.5437
4,24,17.31,55.52,0.3117
4,87,3.67,50.76,0.0724
4,392,5.23,59.33,0.0882
4,203,27.28,58.98,0.4626
4,69,2.47,55.33,0.0447
4,288,16.69,48.62,0.3433
4,173,23.48,50.63,0.4637
4,247,30.24,56.4,0.5362
4,398,7.04,30.22,0.2328
4,308,9.83,24.36,0.4037
4,399,4.75,22.77,0.2085
4,230,8.73,24.33,0.359
4,206,14.87,40.56,0.3667
4,343,1.39,50.05,0.0277
4,383,12.49,26.72,0.4672
4,168,11.26,17.57,0.6408
4,185,0.0,36.03,0.0
4,111,0.0,35.67,0.0
4,224,6.2,16.48,0.3764
4,346,0.0,46.55,0.0
4,295,7.17,28.37,0.2527
4,250,10.29,23.19,0.4436
4,323,4.83,46.77,0.1032
4,226,2.26,46.3,0.0488
4,293,0.0,25.31,0.0
4,141,1.27,32.21,0.0393
4,313,0.95,49.46,0.0192
4,31,12.62,28.61,0.4409
4,389,22.93,48.07,0.477
4,381,4.16,27.83,0.1494
4,337,6.15,53.76,0.1144
4,194,5.8,25.07,0.2313
4,184,4.04,17.78,0.2274
4,164,4.15,22.63,0.1835
4,190,10.75,37.38,0.2874
5,92,14.38,14.38,1.0
5,182,37.91,39.65,0.9559
5,125,4.61,32.96,0.1398
5,61,12.21,59.34,0.2058
5,357,1.54,12.8,0.1201
5,142,1.28,24.14,0.0532
5,321,5.55,39.32,0.1412
5,360,3.56,52.1,0.0683
5,121,2.06,21.97,0.0938
5,4,2.19,32.32,0.0676
5,231,2.1,44.0,0.0477
5,103,12.75,50.03,0.2548
5,354,9.66,10.63,0.9089
5,74,0.0,24.83,0.0
5,320,1.6,12.69,0.1259
5,9,6.66,41.48,0.1607
5,116,2.26,36.48,0.0619
5,87,3.71,50.76,0.0731
5,346,4.66,46.55,0.1001
5,265,1.45,26.22,0.0552
5,293,13.91,25.31,0.5494
5,42,9.61,12.11,0.7933
5,134,20.26,54.07,0.3748
5,361,37.02,53.32,0.6944
5,273,6.4,36.49,0.1754
5,218,21.89,36.08,0.6066
5,369,9.84,42.26,0.2328
5,113,5.55,14.81,0.3745
5,75,6.83,14.64,0.4666
5,288,9.18,48.62,0.1888
5,316,10.5,55.99,0.1875
5,158,5.77,28.68,0.2013
5,226,18.23,46.3,0.3938
5,211,3.08,22.77,0.1354
5,34,0.0,22.74,0.0
5,39,4.05,20.4,0.1984
5,147,2.66,29.98,0.0886
5,5,11.93,17.57,0.6792
5,82,3.0,54.4,0.0551
5,153,33.87,37.67,0.8993
5,278,3.79,28.71,0.132
5,322,10.21,44.84,0.2276
5,295,7.85,28.37,0.2765
5,308,4.23,24.36,0.1738
5,111,24.15,35.67,0.6771
5,338,20.51,22.36,0.9172
5,254,1.94,27.83,0.0697
5,78,0.42,51.27,0.0081
5,307,14.85,53.75,0.2762
5,246,15.14,40.05,0.3782
5,202,1.95,9.99,0.1948
5,306,20.12,58.16,0.346
5,241,10.41,17.09,0.6089
5,27,5.13,34.71,0.1478
5,94,11.82,14.21,0.8317
5,393,3.16,53.66,0.0589
5,157,4.02,36.28,0.1108
5,259,4.46,38.54,0.1157
5,55,0.81,12.4,0.065
5,236,1.05,29.37,0.0358
6,236,26.72,29.37,0.9098
6,282,0.55,44.79,0.0122
6,208,17.08,54.06,0.3159
6,134,9.05,54.07,0.1674
6,222,10.4,12.15,0.8562
6,272,0.0,52.22,0.0
6,381,1.71,27.83,0.0616
6,331,31.13,48.31,0.6444
6,28,14.82,49.36,0.3002
6,276,3.95,38.17,0.1034
6,39,4.74,20.4,0.2323
6,268,17.24,31.26,0.5515
6,345,4.88,14.29,0.3414
6,309,6.38,43.56,0.1465
6,55,12.2,12.4,0.9834
6,182,9.44,39.65,0.2379
6,86,4.58,41.62,0.11
6,285,9.94,50.94,0.1952
6,314,6.11,54.11,0.1129
6,321,5.47,39.32,0.139
6,151,14.47,56.49,0.2561
6,254,17.76,27.83,0.6382
6,90,20.17,23.22,0.869
6,375,1.25,39.96,0.0313
6,376,3.73,21.21,0.176
6,11,43.45,44.74,0.9711
6,241,0.51,17.09,0.0298
6,319,32.09,40.92,0.7842
6,99,9.5,47.96,0.198
6,1,8.79,35.41,0.2481
6,312,2.18,52.12,0.0418
6,6,0.0,15.45,0.0
6,166,0.0,23.9,0.0
6,323,31.91,46.77,0.6823
6,21,1.85,29.06,0.0638
6,186,5.4,31.65,0.1705
6,169,1.47,21.76,0.0677
6,212,5.04,15.51,0.3248
6,149,23.33,26.11,0.8937
6,349,2.14,10.96,0.1954
6,290,0.63,9.01,0.0704
6,167,0.21,24.9,0.0084
6,399,1.17,22.77,0.0512
6,360,0.09,52.1,0.0018
6,176,29.01,57.54,0.5042
6,52,4.87,21.44,0.2269
6,81,18.21,26.44,0.6886
6,234,9.45,22.98,0.4112
6,318,1.72,20.55,0.0836
6,291,0.89,8.8,0.1007
6,292,17.3,41.0,0.422
6,5,3.95,17.57,0.225
6,89,7.7,51.97,0.1481
6,129,0.0,12.16,0.0
6,104,1.92,22.89,0.0838
6,145,5.38,41.65,0.1293
6,152,7.85,38.35,0.2048
6,131,9.14,14.53,0.6286
6,9,1.05,41.48,0.0254
6,355,3.77,16.86,0.2239
7,363,0.32,14.55,0.0222
7,377,1.99,10.89,0.1826
7,187,9.85,52.02,0.1894
7,375,25.14,39.96,0.629
7,83,3.53,15.95,0.2212
7,192,7.09,51.98,0.1365
7,191,7.36,9.74,0.7561
7,112,1.96,39.05,0.0501
7,207,16.07,29.75,0.5402
7,321,6.67,39.32,0.1696
7,49,10.87,12.48,0.8709
7,206,7.14,40.56,0.1761
7,229,14.87,20.39,0.7295
7,92,0.59,14.38,0.0412
7,278,0.0,28.71,0.0
7,115,5.79,26.17,0.2214
7,241,2.42,17.09,0.1415
7,373,0.0,9.77,0.0
7,215,1.98,12.18,0.1627
7,120,10.19,29.3,0.3477
7,111,4.08,35.67,0.1145
7,335,10.16,51.83,0.196
7,360,33.68,52.1,0.6465
7,285,20.34,50.94,0.3992
7,274,7.42,45.1,0.1646
7,337,8.95,53.76,0.1665
7,283,0.0,35.62,0.0
7,374,28.12,35.1,0.8012
7,169,1.02,21.76,0.0469
7,131,0.55,14.53,0.0381
7,208,12.0,54.06,0.2219
7,350,0.0,9.2,0.0
7,386,13.13,29.07,0.4516
7,341,22.0,38.31,0.5742
7,356,0.0,26.2,0.0
7,257,36.09,43.65,0.8267
7,6,2.34,15.45,0.1516
7,320,8.33,12.69,0.6567
7,246,1.71,40.05,0.0428
7,286,2.21,37.51,0.0588
7,313,23.13,49.46,0.4676
7,232,39.03,52.72,0.7404
7,287,7.66,55.55,0.138
7,104,1.31,22.89,0.0571
7,272,6.66,52.22,0.1276
7,213,4.06,24.39,0.1666
7,102,0.24,10.35,0.0235
7,51,18.56,37.96,0.489
7,252,1.37,13.34,0.1025
7,43,4.27,24.58,0.1737
7,315,2.58,12.39,0.2087
7,74,0.0,24.83,0.0
7,307,12.98,53.75,0.2414
7,139,4.47,14.04,0.3181
7,359,5.77,30.78,0.1874
7,89,4.89,51.97,0.0942
7,63,2.86,8.13,0.3514
7,256,21.22,35.71,0.5941
7,308,3.5,24.36,0.1436
7,138,18.5,57.5,0.3217
8,45,0.0,52.28,0.0
8,237,7.18,43.15,0.1665
8,136,4.91,22.0,0.2231
8,91,10.93,22.35,0.4893
8,120,4.66,29.3,0.1591
8,20,0.44,22.63,0.0195
8,296,5.21,46.68,0.1116
8,158,11.36,28.68,0.396
8,307,0.8,53.75,0.0149
8,328,1.56,9.34,0.1672
8,242,8.34,24.33,0.343
8,149,20.46,26.11,0.7835
8,62,0.0,48.85,0.0
8,278,2.82,28.71,0.0982
8,289,23.63,52.57,0.4494
8,321,0.93,39.32,0.0237
8,59,2.91,59.28,0.049
8,19,53.15,53.15,1.0
8,351,15.08,20.91,0.7212
8,254,21.23,27.83,0.763
8,39,0.61,20.4,0.0298
8,311,3.71,26.83,0.1384
8,22,0.52,54.0,0.0096
8,268,24.91,31.26,0.797
8,239,19.82,51.63,0.3839
8,316,0.02,55.99,0.0003
8,38,4.73,42.09,0.1123
8,367,36.74,37.66,0.9756
8,376,4.91,21.21,0.2315
8,392,16.68,59.33,0.2811
8,391,4.87,22.83,0.2132
8,260,10.53,44.3,0.2376
8,318,3.36,20.55,0.1633
8,282,1.56,44.79,0.0348
8,90,22.84,23.22,0.9836
8,346,1.02,46.55,0.0219
8,276,9.23,38.17,0.2419
8,97,1.51,17.97,0.0838
8,164,0.82,22.63,0.0361
8,63,0.0,8.13,0.0
8,191,0.25,9.74,0.0254
8,396,4.38,37.48,0.1169
8,168,0.84,17.57,0.0476
8,173,8.45,50.63,0.1668
8,323,35.45,46.77,0.758
8,32,49.11,50.38,0.9748
8,54,21.88,27.04,0.8091
8,55,11.6,12.4,0.9351
8,257,5.55,43.65,0.1271
8,330,3.0,20.32,0.1476
8,241,1.9,17.09,0.1111
8,234,10.81,22.98,0.4703
8,381,1.15,27.83,0.0413
8,304,0.47,25.92,0.0183
8,227,2.31,25.51,0.0907
8,130,0.0,9.74,0.0
8,230,0.35,24.33,0.0146
8,4,3.49,32.32,0.108
8,165,0.05,15.05,0.0034
8,333,30.44,51.56,0.5904
9,36,4.83,46.46,0.104
9,92,12.04,14.38,0.8374
9,115,9.88,26.17,0.3776
9,338,19.83,22.36,0.8867
9,55,2.56,12.4,0.2067
9,378,15.26,32.12,0.4751
9,243,1.7,25.48,0.0667
9,321,0.0,39.32,0.0
9,241,6.97,17.09,0.4077
9,222,3.44,12.15,0.2835
9,186,26.95,31.65,0.8517
9,111,20.88,35.67,0.5853
9,397,0.84,16.64,0.0507
9,170,1.62,23.29,0.0694
9,280,3.28,41.29,0.0794
9,253,5.13,44.0,0.1167
9,382,12.08,57.14,0.2115
9,105,33.49,48.2,0.6947
9,71,14.57,21.16,0.6887
9,362,2.58,29.06,0.0887
9,224,0.66,16.48,0.0402
9,281,11.96,29.06,0.4115
9,276,9.42,38.17,0.2469
9,311,1.93,26.83,0.0719
9,3,3.43,16.5,0.208
9,16,31.44,43.5,0.7228
9,348,5.0,22.4,0.2233
9,1,7.76,35.41,0.2191
9,9,0.0,41.48,0.0
9,252,0.0,13.34,0.0
9,56,0.68,11.56,0.0589
9,355,13.58,16.86,0.8055
9,254,7.93,27.83,0.2851
9,201,3.79,31.85,0.119
9,90,3.16,23.22,0.1361
9,77,2.03,29.27,0.0692
9,361,27.88,53.32,0.5228
9,331,30.78,48.31,0.6371
9,172,26.4,31.21,0.8459
9,273,8.03,36.49,0.22
9,268,2.95,31.26,0.0945
9,164,5.36,22.63,0.2368
9,227,4.95,25.51,0.194
9,285,3.88,50.94,0.0762
9,63,6.77,8.13,0.833
9,369,5.98,42.26,0.1416
9,334,1.13,42.73,0.0264
9,98,30.98,49.09,0.6312
9,152,0.08,38.35,0.0022
9,319,2.85,40.92,0.0696
9,202,0.74,9.99,0.0738
9,129,0.48,12.16,0.0392
9,318,5.18,20.55,0.252
9,79,8.86,11.97,0.7406
9,296,6.43,46.68,0.1378
9,313,43.62,49.46,0.8818
9,43,18.49,24.58,0.7522
9,226,17.65,46.3,0.3813
9,236,5.25,29.37,0.1787
9,387,1.31,15.29,0.086
10,51,10.66,37.96,0.2808
10,135,5.84,49.74,0.1173
10,300,21.73,52.83,0.4113
10,242,0.42,24.33,0.0174
10,295,3.69,28.37,0.1301
10,7,0.98,33.48,0.0292
10,111,3.74,35.67,0.1049
10,241,2.74,17.09,0.1602
10,280,0.48,41.29,0.0117
10,189,4.87,20.12,0.2418
10,97,3.36,17.97,0.187
10,133,0.17,12.07,0.0138
10,321,8.14,39.32,0.207
10,310,16.52,57.32,0.2881
10,110,21.11,37.22,0.5671
10,377,0.75,10.89,0.0688
10,15,7.91,51.61,0.1532
10,104,13.64,22.89,0.596
10,191,3.15,9.74,0.3235
10,290,1.55,9.01,0.1723
10,161,16.89,43.97,0.3841
10,77,4.08,29.27,0.1392
10,177,0.0,10.62,0.0
10,55,0.0,12.4,0.0
10,13,22.41,33.28,0.6734
10,315,1.2,12.39,0.0969
10,394,0.0,21.74,0.0
10,371,6.59,12.45,0.5291
10,164,3.22,22.63,0.1422
10,197,0.0,57.3,0.0
10,329,7.13,20.12,0.3546
10,392,0.54,59.33,0.0091
10,157,9.06,36.28,0.2496
10,303,8.27,35.84,0.2306
10,60,33.89,54.65,0.6201
10,196,9.21,20.95,0.4396
10,2,8.4,51.46,0.1633
10,226,1.21,46.3,0.0262
10,145,5.14,41.65,0.1234
10,278,8.07,28.71,0.2809
10,284,27.03,46.6,0.5799
10,227,0.0,25.51,0.0
10,256,10.4,35.71,0.2911
10,202,3.97,9.99,0.3974
10,255,21.01,51.34,0.4092
10,364,11.14,22.0,0.5066
10,46,0.0,53.35,0.0
10,343,24.49,50.05,0.4894
10,6,4.6,15.45,0.2975
10,311,0.78,26.83,0.0291
10,159,0.75,12.22,0.0616
10,207,6.09,29.75,0.2047
10,211,5.5,22.77,0.2415
10,304,14.07,25.92,0.543
10,198,3.5,19.01,0.1841
10,252,7.95,13.34,0.596
10,88,10.92,50.88,0.2147
10,29,7.25,28.92,0.2507
10,268,4.48,31.26,0.1434
10,395,7.68,30.58,0.2511
11,90,14.99,23.22,0.6455
11,236,20.9,29.37,0.7118
11,341,3.77,38.31,0.0984
11,289,20.45,52.57,0.3891
11,333,23.69,51.56,0.4595
11,12,11.06,25.49,0.4338
11,384,10.84,44.88,0.2414
11,369,4.33,42.26,0.1024
11,221,4.3,41.59,0.1034
11,75,0.08,14.64,0.0054
11,158,5.51,28.68,0.1923
11,72,3.94,52.32,0.0754
11,285,7.62,50.94,0.1495
11,367,27.05,37.66,0.7182
11,372,6.2,23.44,0.2644
11,31,14.98,28.61,0.5236
11,321,3.22,39.32,0.0818
11,241,3.34,17.09,0.1951
11,94,0.65,14.21,0.0459
11,359,2.26,30.78,0.0734
11,231,2.76,44.0,0.0628
11,15,11.28,51.61,0.2185
11,164,3.05,22.63,0.1347
11,292,11.41,41.0,0.2784
11,84,3.37,42.09,0.0801
11,252,5.1,13.34,0.382
11,32,35.22,50.38,0.6989
11,366,0.0,29.18,0.0
11,6,4.22,15.45,0.273
11,242,3.78,24.33,0.1555
11,222,10.42,12.15,0.8575
11,192,12.98,51.98,0.2498
11,88,4.56,50.88,0.0896
11,121,0.0,21.97,0.0
11,37,12.28,32.42,0.3789
11,115,0.15,26.17,0.0057
11,278,13.96,28.71,0.4863
11,243,8.96,25.48,0.3518
11,377,0.38,10.89,0.0347
11,113,3.6,14.81,0.243
11,306,0.0,58.16,0.0
11,375,0.52,39.96,0.013
11,145,0.0,41.65,0.0
11,254,13.14,27.83,0.4722
11,273,8.25,36.49,0.2262
11,365,0.0,43.09,0.0
11,253,23.63,44.0,0.5371
11,209,33.72,45.07,0.7482
11,142,7.11,24.14,0.2945
11,172,0.02,31.21,0.0006
11,116,19.73,36.48,0.5409
11,248,15.7,28.62,0.5485
11,346,10.16,46.55,0.2183
11,234,4.49,22.98,0.1954
11,81,16.89,26.44,0.6389
11,17,2.03,34.13,0.0593
11,350,7.58,9.2,0.824
11,118,1.42,17.31,0.0819
11,274,8.86,45.1,0.1965
11,379,7.88,16.72,0.4715
12,289,2.35,52.57,0.0448
12,84,5.64,42.09,0.134
12,236,0.0,29.37,0.0
12,371,1.44,12.45,0.116
12,90,4.29,23.22,0.1846
12,211,9.47,22.77,0.4157
12,337,1.2,53.76,0.0223
12,189,15.66,20.12,0.7785
12,10,29.12,52.61,0.5536
12,229,9.38,20.39,0.4599
12,202,1.71,9.99,0.1709
12,374,32.0,35.1,0.9118
12,290,5.02,9.01,0.5566
12,321,8.32,39.32,0.2115
12,161,24.43,43.97,0.5557
12,361,2.89,53.32,0.0541
12,332,10.24,30.99,0.3305
12,37,1.76,32.42,0.0542
12,287,10.5,55.55,0.1891
12,364,2.22,22.0,0.1011
12,282,0.0,44.79,0.0
12,388,8.34,17.6,0.4742
12,118,9.35,17.31,0.5402
12,252,0.0,13.34,0.0
12,232,37.87,52.72,0.7182
12,129,0.32,12.16,0.0262
12,190,4.31,37.38,0.1153
12,320,6.58,12.69,0.5188
12,42,0.0,12.11,0.0
12,20,15.42,22.63,0.6813
12,330,1.56,20.32,0.0766
12,66,1.71,17.43,0.0978
12,55,0.41,12.4,0.0332
12,214,22.03,26.36,0.8358
12,78,16.01,51.27,0.3122
12,375,26.17,39.96,0.6549
12,101,16.03,27.95,0.5735
12,377,1.59,10.89,0.146
12,314,3.98,54.11,0.0736
12,240,7.54,45.09,0.1671
12,293,4.23,25.31,0.1671
12,302,10.4,33.05,0.3146
12,123,16.27,57.03,0.2853
12,210,0.78,30.38,0.0256
12,24,2.63,55.52,0.0474
12,17,8.44,34.13,0.2471
12,343,14.01,50.05,0.2799
12,43,1.61,24.58,0.0657
12,267,7.16,51.79,0.1382
12,312,1.02,52.12,0.0195
12,163,4.97,23.94,0.2077
12,5,0.0,17.57,0.0
12,186,2.83,31.65,0.0893
12,107,3.12,9.81,0.3176
12,173,6.06,50.63,0.1198
12,217,5.58,21.42,0.2604
12,162,34.71,57.83,0.6001
12,350,0.0,9.2,0.0
12,303,22.91,35.84,0.6393
12,318,0.0,20.55,0.0
13,241,2.34,17.09,0.137
13,331,27.0,48.31,0.5589
13,337,1.25,53.76,0.0232
13,309,5.6,43.56,0.1285
13,385,1.76,27.37,0.0643
13,278,5.37,28.71,0.1869
13,386,2.42,29.07,0.0833
13,280,31.28,41.29,0.7575
13,94,1.27,14.21,0.0892
13,268,19.78,31.26,0.6328
13,321,2.3,39.32,0.0584
13,182,4.63,39.65,0.1167
13,73,0.0,50.6,0.0
13,149,26.11,26.11,1.0
13,90,21.02,23.22,0.9056
13,6,2.13,15.45,0.1376
13,353,1.49,18.78,0.0795
13,384,8.98,44.88,0.2002
13,350,7.18,9.2,0.7799
13,323,43.2,46.77,0.9236
13,239,13.72,51.63,0.2658
13,142,12.35,24.14,0.5116
13,305,3.68,33.17,0.1109
13,254,25.17,27.83,0.9046
13,396,7.2,37.48,0.1921
13,178,6.54,11.61,0.5634
13,55,11.11,12.4,0.8962
13,62,9.85,48.85,0.2015
13,253,27.91,44.0,0.6343
13,382,50.73,57.14,0.8877
13,53,1.14,29.95,0.0382
13,69,12.33,55.33,0.2228
13,294,1.05,53.39,0.0197
13,131,11.54,14.53,0.7941
13,19,46.7,53.15,0.8786
13,359,0.28,30.78,0.009
13,66,17.43,17.43,1.0
13,192,7.42,51.98,0.1428
13,381,1.71,27.83,0.0616
13,32,50.38,50.38,1.0
13,276,5.04,38.17,0.132
13,234,10.06,22.98,0.4378
13,109,2.61,43.57,0.0599
13,72,3.42,52.32,0.0653
13,123,14.3,57.03,0.2507
13,151,19.57,56.49,0.3465
13,183,15.47,39.67,0.3899
13,347,33.47,43.73,0.7654
13,202,0.0,9.99,0.0
